YearWeekISO,FirstDose,FirstDoseRefused,SecondDose,UnknownDose,NumberDosesReceived,Region,Population,ReportingCountry,TargetGroup,Vaccine,Denominator
2020-W53,0,0,0,0,0,AT,8901064,AT,1_Age60+,AZ,2259262
2020-W53,2659,0,0,0,61425,AT,8901064,AT,1_Age60+,COM,2259262
2020-W53,0,0,0,0,0,AT,8901064,AT,1_Age60+,JANSS,2259262
2020-W53,0,0,0,0,0,AT,8901064,AT,1_Age60+,MOD,2259262
2020-W53,0,0,0,0,0,AT,8901064,AT,1_Age<60,AZ,5099181
2020-W53,2367,0,0,0,61425,AT,8901064,AT,1_Age<60,COM,5099181
2020-W53,0,0,0,0,0,AT,8901064,AT,1_Age<60,JANSS,5099181
2020-W53,0,0,0,0,0,AT,8901064,AT,1_Age<60,MOD,5099181
2020-W53,0,0,0,0,0,AT,8901064,AT,ALL,AZ,7358443
2020-W53,0,0,0,0,0,AT,8901064,AT,ALL,MOD,7358443
2020-W53,0,0,0,0,0,AT,8901064,AT,ALL,JANSS,7358443
2020-W53,5026,0,0,0,61425,AT,8901064,AT,ALL,COM,7358443
2020-W53,110,0,0,0,61425,AT,8901064,AT,Age18_24,COM,696064
2020-W53,0,0,0,0,0,AT,8901064,AT,Age18_24,AZ,696064
2020-W53,0,0,0,0,0,AT,8901064,AT,Age18_24,MOD,696064
2020-W53,0,0,0,0,0,AT,8901064,AT,Age18_24,JANSS,696064
2020-W53,0,0,0,0,0,AT,8901064,AT,Age25_49,AZ,3006228
2020-W53,1276,0,0,0,61425,AT,8901064,AT,Age25_49,COM,3006228
2020-W53,0,0,0,0,0,AT,8901064,AT,Age25_49,JANSS,3006228
2020-W53,0,0,0,0,0,AT,8901064,AT,Age25_49,MOD,3006228
2020-W53,0,0,0,0,0,AT,8901064,AT,Age50_59,JANSS,1396889
2020-W53,0,0,0,0,0,AT,8901064,AT,Age50_59,MOD,1396889
2020-W53,0,0,0,0,0,AT,8901064,AT,Age50_59,AZ,1396889
2020-W53,976,0,0,0,61425,AT,8901064,AT,Age50_59,COM,1396889
2020-W53,0,0,0,0,0,AT,8901064,AT,Age60_69,AZ,1016016
2020-W53,0,0,0,0,0,AT,8901064,AT,Age60_69,MOD,1016016
2020-W53,0,0,0,0,0,AT,8901064,AT,Age60_69,JANSS,1016016
2020-W53,514,0,0,0,61425,AT,8901064,AT,Age60_69,COM,1016016
2020-W53,0,0,0,0,0,AT,8901064,AT,Age70_79,MOD,769199
2020-W53,0,0,0,0,0,AT,8901064,AT,Age70_79,JANSS,769199
2020-W53,0,0,0,0,0,AT,8901064,AT,Age70_79,AZ,769199
2020-W53,594,0,0,0,61425,AT,8901064,AT,Age70_79,COM,769199
2020-W53,0,0,0,0,0,AT,8901064,AT,Age80+,AZ,474047
2020-W53,1551,0,0,0,61425,AT,8901064,AT,Age80+,COM,474047
2020-W53,0,0,0,0,0,AT,8901064,AT,Age80+,JANSS,474047
2020-W53,0,0,0,0,0,AT,8901064,AT,Age80+,MOD,474047
2021-W01,0,0,0,0,0,AT,8901064,AT,1_Age60+,JANSS,2259262
2021-W01,0,0,0,0,0,AT,8901064,AT,1_Age60+,MOD,2259262
2021-W01,7555,0,0,0,61425,AT,8901064,AT,1_Age60+,COM,2259262
2021-W01,0,0,0,0,0,AT,8901064,AT,1_Age60+,AZ,2259262
2021-W01,0,0,0,0,0,AT,8901064,AT,1_Age<60,JANSS,5099181
2021-W01,0,0,0,0,0,AT,8901064,AT,1_Age<60,MOD,5099181
2021-W01,17998,0,0,0,61425,AT,8901064,AT,1_Age<60,COM,5099181
2021-W01,0,0,0,0,0,AT,8901064,AT,1_Age<60,AZ,5099181
2021-W01,0,0,0,0,0,AT,8901064,AT,ALL,JANSS,7358443
2021-W01,0,0,0,0,0,AT,8901064,AT,ALL,AZ,7358443
2021-W01,25553,0,0,0,61425,AT,8901064,AT,ALL,COM,7358443
2021-W01,0,0,0,0,0,AT,8901064,AT,ALL,MOD,7358443
2021-W01,0,0,0,0,0,AT,8901064,AT,Age18_24,MOD,696064
2021-W01,0,0,0,0,0,AT,8901064,AT,Age18_24,JANSS,696064
2021-W01,969,0,0,0,61425,AT,8901064,AT,Age18_24,COM,696064
2021-W01,0,0,0,0,0,AT,8901064,AT,Age18_24,AZ,696064
2021-W01,0,0,0,0,0,AT,8901064,AT,Age25_49,MOD,3006228
2021-W01,0,0,0,0,0,AT,8901064,AT,Age25_49,JANSS,3006228
2021-W01,10504,0,0,0,61425,AT,8901064,AT,Age25_49,COM,3006228
2021-W01,0,0,0,0,0,AT,8901064,AT,Age25_49,AZ,3006228
2021-W01,0,0,0,0,0,AT,8901064,AT,Age50_59,MOD,1396889
2021-W01,0,0,0,0,0,AT,8901064,AT,Age50_59,JANSS,1396889
2021-W01,6477,0,0,0,61425,AT,8901064,AT,Age50_59,COM,1396889
2021-W01,0,0,0,0,0,AT,8901064,AT,Age50_59,AZ,1396889
2021-W01,0,0,0,0,0,AT,8901064,AT,Age60_69,JANSS,1016016
2021-W01,2158,0,0,0,61425,AT,8901064,AT,Age60_69,COM,1016016
2021-W01,0,0,0,0,0,AT,8901064,AT,Age60_69,AZ,1016016
2021-W01,0,0,0,0,0,AT,8901064,AT,Age60_69,MOD,1016016
2021-W01,1580,0,0,0,61425,AT,8901064,AT,Age70_79,COM,769199
2021-W01,0,0,0,0,0,AT,8901064,AT,Age70_79,JANSS,769199
2021-W01,0,0,0,0,0,AT,8901064,AT,Age70_79,MOD,769199
2021-W01,0,0,0,0,0,AT,8901064,AT,Age70_79,AZ,769199
2021-W01,0,0,0,0,0,AT,8901064,AT,Age80+,AZ,474047
2021-W01,3817,0,0,0,61425,AT,8901064,AT,Age80+,COM,474047
2021-W01,0,0,0,0,0,AT,8901064,AT,Age80+,JANSS,474047
2021-W01,0,0,0,0,0,AT,8901064,AT,Age80+,MOD,474047
2021-W02,0,0,0,0,0,AT,8901064,AT,1_Age60+,JANSS,2259262
2021-W02,79,0,0,0,0,AT,8901064,AT,1_Age60+,MOD,2259262
2021-W02,0,0,0,0,0,AT,8901064,AT,1_Age60+,AZ,2259262
2021-W02,38113,0,172,0,61425,AT,8901064,AT,1_Age60+,COM,2259262
2021-W02,7,0,0,0,0,AT,8901064,AT,1_Age<60,MOD,5099181
2021-W02,0,0,0,0,0,AT,8901064,AT,1_Age<60,AZ,5099181
2021-W02,44636,0,198,0,61425,AT,8901064,AT,1_Age<60,COM,5099181
2021-W02,0,0,0,0,0,AT,8901064,AT,1_Age<60,JANSS,5099181
2021-W02,0,0,0,0,0,AT,8901064,AT,ALL,AZ,7358443
2021-W02,82749,0,370,0,61425,AT,8901064,AT,ALL,COM,7358443
2021-W02,0,0,0,0,0,AT,8901064,AT,ALL,JANSS,7358443
2021-W02,86,0,0,0,0,AT,8901064,AT,ALL,MOD,7358443
2021-W02,0,0,0,0,0,AT,8901064,AT,Age18_24,AZ,696064
2021-W02,0,0,0,0,0,AT,8901064,AT,Age18_24,MOD,696064
2021-W02,0,0,0,0,0,AT,8901064,AT,Age18_24,JANSS,696064
2021-W02,2679,0,13,0,61425,AT,8901064,AT,Age18_24,COM,696064
2021-W02,1,0,0,0,0,AT,8901064,AT,Age25_49,MOD,3006228
2021-W02,0,0,0,0,0,AT,8901064,AT,Age25_49,JANSS,3006228
2021-W02,24263,0,93,0,61425,AT,8901064,AT,Age25_49,COM,3006228
2021-W02,0,0,0,0,0,AT,8901064,AT,Age25_49,AZ,3006228
2021-W02,17558,0,91,0,61425,AT,8901064,AT,Age50_59,COM,1396889
2021-W02,0,0,0,0,0,AT,8901064,AT,Age50_59,AZ,1396889
2021-W02,0,0,0,0,0,AT,8901064,AT,Age50_59,JANSS,1396889
2021-W02,6,0,0,0,0,AT,8901064,AT,Age50_59,MOD,1396889
2021-W02,0,0,0,0,0,AT,8901064,AT,Age60_69,JANSS,1016016
2021-W02,5,0,0,0,0,AT,8901064,AT,Age60_69,MOD,1016016
2021-W02,8779,0,40,0,61425,AT,8901064,AT,Age60_69,COM,1016016
2021-W02,0,0,0,0,0,AT,8901064,AT,Age60_69,AZ,1016016
2021-W02,0,0,0,0,0,AT,8901064,AT,Age70_79,AZ,769199
2021-W02,8174,0,47,0,61425,AT,8901064,AT,Age70_79,COM,769199
2021-W02,0,0,0,0,0,AT,8901064,AT,Age70_79,JANSS,769199
2021-W02,6,0,0,0,0,AT,8901064,AT,Age70_79,MOD,769199
2021-W02,0,0,0,0,0,AT,8901064,AT,Age80+,AZ,474047
2021-W02,21160,0,85,0,61425,AT,8901064,AT,Age80+,COM,474047
2021-W02,68,0,0,0,0,AT,8901064,AT,Age80+,MOD,474047
2021-W02,0,0,0,0,0,AT,8901064,AT,Age80+,JANSS,474047
2021-W03,0,0,0,0,0,AT,8901064,AT,1_Age60+,JANSS,2259262
2021-W03,39957,0,2272,0,58500,AT,8901064,AT,1_Age60+,COM,2259262
2021-W03,0,0,0,0,0,AT,8901064,AT,1_Age60+,AZ,2259262
2021-W03,23,0,0,0,7200,AT,8901064,AT,1_Age60+,MOD,2259262
2021-W03,183,0,0,0,7200,AT,8901064,AT,1_Age<60,MOD,5099181
2021-W03,0,0,0,0,0,AT,8901064,AT,1_Age<60,JANSS,5099181
2021-W03,0,0,0,0,0,AT,8901064,AT,1_Age<60,AZ,5099181
2021-W03,51966,0,2121,0,58500,AT,8901064,AT,1_Age<60,COM,5099181
2021-W03,0,0,0,0,0,AT,8901064,AT,ALL,AZ,7358443
2021-W03,91923,0,4393,0,58500,AT,8901064,AT,ALL,COM,7358443
2021-W03,0,0,0,0,0,AT,8901064,AT,ALL,JANSS,7358443
2021-W03,206,0,0,0,7200,AT,8901064,AT,ALL,MOD,7358443
2021-W03,0,0,0,0,0,AT,8901064,AT,Age18_24,AZ,696064
2021-W03,23,0,0,0,7200,AT,8901064,AT,Age18_24,MOD,696064
2021-W03,0,0,0,0,0,AT,8901064,AT,Age18_24,JANSS,696064
2021-W03,3607,0,96,0,58500,AT,8901064,AT,Age18_24,COM,696064
2021-W03,29901,0,1159,0,58500,AT,8901064,AT,Age25_49,COM,3006228
2021-W03,0,0,0,0,0,AT,8901064,AT,Age25_49,JANSS,3006228
2021-W03,108,0,0,0,7200,AT,8901064,AT,Age25_49,MOD,3006228
2021-W03,0,0,0,0,0,AT,8901064,AT,Age25_49,AZ,3006228
2021-W03,0,0,0,0,0,AT,8901064,AT,Age50_59,AZ,1396889
2021-W03,18369,0,863,0,58500,AT,8901064,AT,Age50_59,COM,1396889
2021-W03,0,0,0,0,0,AT,8901064,AT,Age50_59,JANSS,1396889
2021-W03,52,0,0,0,7200,AT,8901064,AT,Age50_59,MOD,1396889
2021-W03,7061,0,454,0,58500,AT,8901064,AT,Age60_69,COM,1016016
2021-W03,0,0,0,0,0,AT,8901064,AT,Age60_69,JANSS,1016016
2021-W03,7,0,0,0,7200,AT,8901064,AT,Age60_69,MOD,1016016
2021-W03,0,0,0,0,0,AT,8901064,AT,Age60_69,AZ,1016016
2021-W03,0,0,0,0,0,AT,8901064,AT,Age70_79,AZ,769199
2021-W03,7230,0,505,0,58500,AT,8901064,AT,Age70_79,COM,769199
2021-W03,7,0,0,0,7200,AT,8901064,AT,Age70_79,MOD,769199
2021-W03,0,0,0,0,0,AT,8901064,AT,Age70_79,JANSS,769199
2021-W03,9,0,0,0,7200,AT,8901064,AT,Age80+,MOD,474047
2021-W03,0,0,0,0,0,AT,8901064,AT,Age80+,JANSS,474047
2021-W03,25666,0,1313,0,58500,AT,8901064,AT,Age80+,COM,474047
2021-W03,0,0,0,0,0,AT,8901064,AT,Age80+,AZ,474047
2021-W04,1149,0,0,0,0,AT,8901064,AT,1_Age60+,MOD,2259262
2021-W04,0,0,0,0,0,AT,8901064,AT,1_Age60+,AZ,2259262
2021-W04,13745,0,6146,0,54990,AT,8901064,AT,1_Age60+,COM,2259262
2021-W04,0,0,0,0,0,AT,8901064,AT,1_Age60+,JANSS,2259262
2021-W04,13335,0,11052,0,54990,AT,8901064,AT,1_Age<60,COM,5099181
2021-W04,0,0,0,0,0,AT,8901064,AT,1_Age<60,AZ,5099181
2021-W04,0,0,0,0,0,AT,8901064,AT,1_Age<60,JANSS,5099181
2021-W04,2596,0,0,0,0,AT,8901064,AT,1_Age<60,MOD,5099181
2021-W04,3745,0,0,0,0,AT,8901064,AT,ALL,MOD,7358443
2021-W04,0,0,0,0,0,AT,8901064,AT,ALL,JANSS,7358443
2021-W04,0,0,0,0,0,AT,8901064,AT,ALL,AZ,7358443
2021-W04,27080,0,17198,0,54990,AT,8901064,AT,ALL,COM,7358443
2021-W04,66,0,0,0,0,AT,8901064,AT,Age18_24,MOD,696064
2021-W04,0,0,0,0,0,AT,8901064,AT,Age18_24,JANSS,696064
2021-W04,1273,0,691,0,54990,AT,8901064,AT,Age18_24,COM,696064
2021-W04,0,0,0,0,0,AT,8901064,AT,Age18_24,AZ,696064
2021-W04,0,0,0,0,0,AT,8901064,AT,Age25_49,JANSS,3006228
2021-W04,7537,0,6183,0,54990,AT,8901064,AT,Age25_49,COM,3006228
2021-W04,0,0,0,0,0,AT,8901064,AT,Age25_49,AZ,3006228
2021-W04,1555,0,0,0,0,AT,8901064,AT,Age25_49,MOD,3006228
2021-W04,0,0,0,0,0,AT,8901064,AT,Age50_59,JANSS,1396889
2021-W04,4504,0,4135,0,54990,AT,8901064,AT,Age50_59,COM,1396889
2021-W04,0,0,0,0,0,AT,8901064,AT,Age50_59,AZ,1396889
2021-W04,974,0,0,0,0,AT,8901064,AT,Age50_59,MOD,1396889
2021-W04,0,0,0,0,0,AT,8901064,AT,Age60_69,AZ,1016016
2021-W04,1675,0,1659,0,54990,AT,8901064,AT,Age60_69,COM,1016016
2021-W04,0,0,0,0,0,AT,8901064,AT,Age60_69,JANSS,1016016
2021-W04,609,0,0,0,0,AT,8901064,AT,Age60_69,MOD,1016016
2021-W04,0,0,0,0,0,AT,8901064,AT,Age70_79,JANSS,769199
2021-W04,176,0,0,0,0,AT,8901064,AT,Age70_79,MOD,769199
2021-W04,0,0,0,0,0,AT,8901064,AT,Age70_79,AZ,769199
2021-W04,1603,0,1293,0,54990,AT,8901064,AT,Age70_79,COM,769199
2021-W04,364,0,0,0,0,AT,8901064,AT,Age80+,MOD,474047
2021-W04,0,0,0,0,0,AT,8901064,AT,Age80+,AZ,474047
2021-W04,10467,0,3194,0,54990,AT,8901064,AT,Age80+,COM,474047
2021-W04,0,0,0,0,0,AT,8901064,AT,Age80+,JANSS,474047
2021-W05,0,0,0,0,0,AT,8901064,AT,1_Age60+,JANSS,2259262
2021-W05,1288,0,1,0,28800,AT,8901064,AT,1_Age60+,MOD,2259262
2021-W05,0,0,0,0,36000,AT,8901064,AT,1_Age60+,AZ,2259262
2021-W05,5268,0,32367,0,66690,AT,8901064,AT,1_Age60+,COM,2259262
2021-W05,0,0,0,0,0,AT,8901064,AT,1_Age<60,JANSS,5099181
2021-W05,383,0,0,0,28800,AT,8901064,AT,1_Age<60,MOD,5099181
2021-W05,11569,0,44575,0,66690,AT,8901064,AT,1_Age<60,COM,5099181
2021-W05,0,0,1,0,36000,AT,8901064,AT,1_Age<60,AZ,5099181
2021-W05,0,0,0,0,0,AT,8901064,AT,ALL,JANSS,7358443
2021-W05,1671,0,1,0,28800,AT,8901064,AT,ALL,MOD,7358443
2021-W05,0,0,1,0,36000,AT,8901064,AT,ALL,AZ,7358443
2021-W05,16837,0,76942,0,66690,AT,8901064,AT,ALL,COM,7358443
2021-W05,23,0,0,0,28800,AT,8901064,AT,Age18_24,MOD,696064
2021-W05,0,0,0,0,36000,AT,8901064,AT,Age18_24,AZ,696064
2021-W05,0,0,0,0,0,AT,8901064,AT,Age18_24,JANSS,696064
2021-W05,911,0,2637,0,66690,AT,8901064,AT,Age18_24,COM,696064
2021-W05,0,0,1,0,36000,AT,8901064,AT,Age25_49,AZ,3006228
2021-W05,6372,0,24789,0,66690,AT,8901064,AT,Age25_49,COM,3006228
2021-W05,0,0,0,0,0,AT,8901064,AT,Age25_49,JANSS,3006228
2021-W05,228,0,0,0,28800,AT,8901064,AT,Age25_49,MOD,3006228
2021-W05,0,0,0,0,0,AT,8901064,AT,Age50_59,JANSS,1396889
2021-W05,4236,0,17030,0,66690,AT,8901064,AT,Age50_59,COM,1396889
2021-W05,0,0,0,0,36000,AT,8901064,AT,Age50_59,AZ,1396889
2021-W05,132,0,0,0,28800,AT,8901064,AT,Age50_59,MOD,1396889
2021-W05,0,0,0,0,36000,AT,8901064,AT,Age60_69,AZ,1016016
2021-W05,1588,0,7795,0,66690,AT,8901064,AT,Age60_69,COM,1016016
2021-W05,0,0,0,0,0,AT,8901064,AT,Age60_69,JANSS,1016016
2021-W05,45,0,0,0,28800,AT,8901064,AT,Age60_69,MOD,1016016
2021-W05,0,0,0,0,36000,AT,8901064,AT,Age70_79,AZ,769199
2021-W05,1221,0,6832,0,66690,AT,8901064,AT,Age70_79,COM,769199
2021-W05,36,0,0,0,28800,AT,8901064,AT,Age70_79,MOD,769199
2021-W05,0,0,0,0,0,AT,8901064,AT,Age70_79,JANSS,769199
2021-W05,0,0,0,0,36000,AT,8901064,AT,Age80+,AZ,474047
2021-W05,1207,0,1,0,28800,AT,8901064,AT,Age80+,MOD,474047
2021-W05,0,0,0,0,0,AT,8901064,AT,Age80+,JANSS,474047
2021-W05,2459,0,17740,0,66690,AT,8901064,AT,Age80+,COM,474047
2021-W06,605,0,0,0,43200,AT,8901064,AT,1_Age60+,AZ,2259262
2021-W06,5733,0,36489,0,66690,AT,8901064,AT,1_Age60+,COM,2259262
2021-W06,0,0,0,0,0,AT,8901064,AT,1_Age60+,JANSS,2259262
2021-W06,1730,0,75,0,0,AT,8901064,AT,1_Age60+,MOD,2259262
2021-W06,7786,0,49453,0,66690,AT,8901064,AT,1_Age<60,COM,5099181
2021-W06,0,0,0,0,0,AT,8901064,AT,1_Age<60,JANSS,5099181
2021-W06,2206,0,6,0,0,AT,8901064,AT,1_Age<60,MOD,5099181
2021-W06,9989,0,0,0,43200,AT,8901064,AT,1_Age<60,AZ,5099181
2021-W06,13519,0,85942,0,66690,AT,8901064,AT,ALL,COM,7358443
2021-W06,0,0,0,0,0,AT,8901064,AT,ALL,JANSS,7358443
2021-W06,3936,0,81,0,0,AT,8901064,AT,ALL,MOD,7358443
2021-W06,10594,0,0,0,43200,AT,8901064,AT,ALL,AZ,7358443
2021-W06,2266,0,0,0,43200,AT,8901064,AT,Age18_24,AZ,696064
2021-W06,594,0,3323,0,66690,AT,8901064,AT,Age18_24,COM,696064
2021-W06,96,0,0,0,0,AT,8901064,AT,Age18_24,MOD,696064
2021-W06,0,0,0,0,0,AT,8901064,AT,Age18_24,JANSS,696064
2021-W06,5212,0,0,0,43200,AT,8901064,AT,Age25_49,AZ,3006228
2021-W06,0,0,0,0,0,AT,8901064,AT,Age25_49,JANSS,3006228
2021-W06,1257,0,1,0,0,AT,8901064,AT,Age25_49,MOD,3006228
2021-W06,4333,0,28424,0,66690,AT,8901064,AT,Age25_49,COM,3006228
2021-W06,853,0,5,0,0,AT,8901064,AT,Age50_59,MOD,1396889
2021-W06,2817,0,17623,0,66690,AT,8901064,AT,Age50_59,COM,1396889
2021-W06,0,0,0,0,0,AT,8901064,AT,Age50_59,JANSS,1396889
2021-W06,2493,0,0,0,43200,AT,8901064,AT,Age50_59,AZ,1396889
2021-W06,308,0,5,0,0,AT,8901064,AT,Age60_69,MOD,1016016
2021-W06,595,0,0,0,43200,AT,8901064,AT,Age60_69,AZ,1016016
2021-W06,1382,0,6843,0,66690,AT,8901064,AT,Age60_69,COM,1016016
2021-W06,0,0,0,0,0,AT,8901064,AT,Age60_69,JANSS,1016016
2021-W06,440,0,5,0,0,AT,8901064,AT,Age70_79,MOD,769199
2021-W06,6,0,0,0,43200,AT,8901064,AT,Age70_79,AZ,769199
2021-W06,1428,0,6433,0,66690,AT,8901064,AT,Age70_79,COM,769199
2021-W06,0,0,0,0,0,AT,8901064,AT,Age70_79,JANSS,769199
2021-W06,2923,0,23213,0,66690,AT,8901064,AT,Age80+,COM,474047
2021-W06,4,0,0,0,43200,AT,8901064,AT,Age80+,AZ,474047
2021-W06,0,0,0,0,0,AT,8901064,AT,Age80+,JANSS,474047
2021-W06,982,0,65,0,0,AT,8901064,AT,Age80+,MOD,474047
2021-W07,0,0,0,0,0,AT,8901064,AT,1_Age60+,JANSS,2259262
2021-W07,2373,0,19,0,0,AT,8901064,AT,1_Age60+,MOD,2259262
2021-W07,22094,0,19835,0,80730,AT,8901064,AT,1_Age60+,COM,2259262
2021-W07,2323,0,2,0,76800,AT,8901064,AT,1_Age60+,AZ,2259262
2021-W07,1531,0,177,0,0,AT,8901064,AT,1_Age<60,MOD,5099181
2021-W07,0,0,0,0,0,AT,8901064,AT,1_Age<60,JANSS,5099181
2021-W07,4293,0,18826,0,80730,AT,8901064,AT,1_Age<60,COM,5099181
2021-W07,29707,0,1,0,76800,AT,8901064,AT,1_Age<60,AZ,5099181
2021-W07,3904,0,196,0,0,AT,8901064,AT,ALL,MOD,7358443
2021-W07,0,0,0,0,0,AT,8901064,AT,ALL,JANSS,7358443
2021-W07,26387,0,38661,0,80730,AT,8901064,AT,ALL,COM,7358443
2021-W07,32030,0,3,0,76800,AT,8901064,AT,ALL,AZ,7358443
2021-W07,276,0,1625,0,80730,AT,8901064,AT,Age18_24,COM,696064
2021-W07,67,0,21,0,0,AT,8901064,AT,Age18_24,MOD,696064
2021-W07,0,0,0,0,0,AT,8901064,AT,Age18_24,JANSS,696064
2021-W07,3598,0,0,0,76800,AT,8901064,AT,Age18_24,AZ,696064
2021-W07,2360,0,10480,0,80730,AT,8901064,AT,Age25_49,COM,3006228
2021-W07,809,0,107,0,0,AT,8901064,AT,Age25_49,MOD,3006228
2021-W07,0,0,0,0,0,AT,8901064,AT,Age25_49,JANSS,3006228
2021-W07,16871,0,1,0,76800,AT,8901064,AT,Age25_49,AZ,3006228
2021-W07,0,0,0,0,0,AT,8901064,AT,Age50_59,JANSS,1396889
2021-W07,651,0,49,0,0,AT,8901064,AT,Age50_59,MOD,1396889
2021-W07,1619,0,6691,0,80730,AT,8901064,AT,Age50_59,COM,1396889
2021-W07,9175,0,0,0,76800,AT,8901064,AT,Age50_59,AZ,1396889
2021-W07,1440,0,2729,0,80730,AT,8901064,AT,Age60_69,COM,1016016
2021-W07,0,0,0,0,0,AT,8901064,AT,Age60_69,JANSS,1016016
2021-W07,510,0,6,0,0,AT,8901064,AT,Age60_69,MOD,1016016
2021-W07,2241,0,1,0,76800,AT,8901064,AT,Age60_69,AZ,1016016
2021-W07,2699,0,3105,0,80730,AT,8901064,AT,Age70_79,COM,769199
2021-W07,0,0,0,0,0,AT,8901064,AT,Age70_79,JANSS,769199
2021-W07,590,0,6,0,0,AT,8901064,AT,Age70_79,MOD,769199
2021-W07,69,0,1,0,76800,AT,8901064,AT,Age70_79,AZ,769199
2021-W07,0,0,0,0,0,AT,8901064,AT,Age80+,JANSS,474047
2021-W07,13,0,0,0,76800,AT,8901064,AT,Age80+,AZ,474047
2021-W07,17955,0,14001,0,80730,AT,8901064,AT,Age80+,COM,474047
2021-W07,1273,0,7,0,0,AT,8901064,AT,Age80+,MOD,474047
2021-W08,4613,0,0,0,0,AT,8901064,AT,1_Age60+,AZ,2259262
2021-W08,39274,0,5472,0,84240,AT,8901064,AT,1_Age60+,COM,2259262
2021-W08,0,0,0,0,0,AT,8901064,AT,1_Age60+,JANSS,2259262
2021-W08,2690,0,1071,0,37200,AT,8901064,AT,1_Age60+,MOD,2259262
2021-W08,0,0,0,0,0,AT,8901064,AT,1_Age<60,JANSS,5099181
2021-W08,4362,0,11279,0,84240,AT,8901064,AT,1_Age<60,COM,5099181
2021-W08,51792,0,1,0,0,AT,8901064,AT,1_Age<60,AZ,5099181
2021-W08,1781,0,2574,0,37200,AT,8901064,AT,1_Age<60,MOD,5099181
2021-W08,4471,0,3645,0,37200,AT,8901064,AT,ALL,MOD,7358443
2021-W08,56405,0,1,0,0,AT,8901064,AT,ALL,AZ,7358443
2021-W08,43636,0,16751,0,84240,AT,8901064,AT,ALL,COM,7358443
2021-W08,0,0,0,0,0,AT,8901064,AT,ALL,JANSS,7358443
2021-W08,7034,0,0,0,0,AT,8901064,AT,Age18_24,AZ,696064
2021-W08,0,0,0,0,0,AT,8901064,AT,Age18_24,JANSS,696064
2021-W08,135,0,75,0,37200,AT,8901064,AT,Age18_24,MOD,696064
2021-W08,249,0,895,0,84240,AT,8901064,AT,Age18_24,COM,696064
2021-W08,29257,0,1,0,0,AT,8901064,AT,Age25_49,AZ,3006228
2021-W08,2276,0,6159,0,84240,AT,8901064,AT,Age25_49,COM,3006228
2021-W08,0,0,0,0,0,AT,8901064,AT,Age25_49,JANSS,3006228
2021-W08,832,0,1542,0,37200,AT,8901064,AT,Age25_49,MOD,3006228
2021-W08,809,0,956,0,37200,AT,8901064,AT,Age50_59,MOD,1396889
2021-W08,15376,0,0,0,0,AT,8901064,AT,Age50_59,AZ,1396889
2021-W08,1795,0,4175,0,84240,AT,8901064,AT,Age50_59,COM,1396889
2021-W08,0,0,0,0,0,AT,8901064,AT,Age50_59,JANSS,1396889
2021-W08,957,0,599,0,37200,AT,8901064,AT,Age60_69,MOD,1016016
2021-W08,4365,0,0,0,0,AT,8901064,AT,Age60_69,AZ,1016016
2021-W08,1954,0,1673,0,84240,AT,8901064,AT,Age60_69,COM,1016016
2021-W08,0,0,0,0,0,AT,8901064,AT,Age60_69,JANSS,1016016
2021-W08,0,0,0,0,0,AT,8901064,AT,Age70_79,JANSS,769199
2021-W08,3664,0,1265,0,84240,AT,8901064,AT,Age70_79,COM,769199
2021-W08,226,0,0,0,0,AT,8901064,AT,Age70_79,AZ,769199
2021-W08,918,0,165,0,37200,AT,8901064,AT,Age70_79,MOD,769199
2021-W08,0,0,0,0,0,AT,8901064,AT,Age80+,JANSS,474047
2021-W08,815,0,307,0,37200,AT,8901064,AT,Age80+,MOD,474047
2021-W08,22,0,0,0,0,AT,8901064,AT,Age80+,AZ,474047
2021-W08,33656,0,2534,0,84240,AT,8901064,AT,Age80+,COM,474047
2021-W09,0,0,0,0,0,AT,8901064,AT,1_Age60+,JANSS,2259262
2021-W09,4486,0,1211,0,0,AT,8901064,AT,1_Age60+,MOD,2259262
2021-W09,5387,0,1,0,67200,AT,8901064,AT,1_Age60+,AZ,2259262
2021-W09,82919,0,5485,0,91260,AT,8901064,AT,1_Age60+,COM,2259262
2021-W09,47761,0,1,0,67200,AT,8901064,AT,1_Age<60,AZ,5099181
2021-W09,7320,0,7528,0,91260,AT,8901064,AT,1_Age<60,COM,5099181
2021-W09,0,0,0,0,0,AT,8901064,AT,1_Age<60,JANSS,5099181
2021-W09,3224,0,187,0,0,AT,8901064,AT,1_Age<60,MOD,5099181
2021-W09,0,0,0,0,0,AT,8901064,AT,ALL,JANSS,7358443
2021-W09,53148,0,2,0,67200,AT,8901064,AT,ALL,AZ,7358443
2021-W09,90239,0,13013,0,91260,AT,8901064,AT,ALL,COM,7358443
2021-W09,7710,0,1398,0,0,AT,8901064,AT,ALL,MOD,7358443
2021-W09,432,0,592,0,91260,AT,8901064,AT,Age18_24,COM,696064
2021-W09,5271,0,0,0,67200,AT,8901064,AT,Age18_24,AZ,696064
2021-W09,287,0,8,0,0,AT,8901064,AT,Age18_24,MOD,696064
2021-W09,0,0,0,0,0,AT,8901064,AT,Age18_24,JANSS,696064
2021-W09,3261,0,4174,0,91260,AT,8901064,AT,Age25_49,COM,3006228
2021-W09,1620,0,108,0,0,AT,8901064,AT,Age25_49,MOD,3006228
2021-W09,0,0,0,0,0,AT,8901064,AT,Age25_49,JANSS,3006228
