col0,country,country_code,geo_id_final,region,subnational_cases_7,subnational_cases_14,subnational_population,subnational_rate_14,national_cases_7,national_population,national_testing_rate,national_positivity_rate,subnational_testing_data,positivity_rate_combined,testing_rate_combined,colour,week
,Netherlands,NL,NL23,Flevoland,906,1976,416546,474.377379689158,49391,17407585,2672.23741834379,10.6177929884,FALSE,10.6177929884,2672.23741834379,Red,2021-17
,Netherlands,NL,NL31,Utrecht,3426,7513,1306912,574.866555667099,49391,17407585,2672.23741834379,10.6177929884,FALSE,10.6177929884,2672.23741834379,Dark red,2021-17
,Netherlands,NL,NL32,Noord-Holland,6703,14362,2853359,503.336593818023,49391,17407585,2672.23741834379,10.6177929884,FALSE,10.6177929884,2672.23741834379,Dark red,2021-17
,Netherlands,NL,NL33,Zuid-Holland,11844,25851,3709139,696.954198804628,49391,17407585,2672.23741834379,10.6177929884,FALSE,10.6177929884,2672.23741834379,Dark red,2021-17
,Netherlands,NL,NL34,Zeeland,1086,2365,383032,617.441884751144,49391,17407585,2672.23741834379,10.6177929884,FALSE,10.6177929884,2672.23741834379,Dark red,2021-17
,Netherlands,NL,NL41,Noord-Brabant,9104,19152,2544806,752.591749626494,49391,17407585,2672.23741834379,10.6177929884,FALSE,10.6177929884,2672.23741834379,Dark red,2021-17
,Netherlands,NL,NL42,Limburg (NL),4218,8968,1116137,803.485593614404,49391,17407585,2672.23741834379,10.6177929884,FALSE,10.6177929884,2672.23741834379,Dark red,2021-17
,Norway,NO,NOCSR03,Oslo,812,1676,681071,246.083007498484,2857,5367580,3208.87625335812,1.65874163226679,TRUE,2.65828586394291,4484.99495647297,Red,2021-17
,Norway,NO,NOCSR11,Rogaland,83,259,475654,54.4513448851476,2857,5367580,3208.87625335812,1.65874163226679,TRUE,0.887226082308926,1966.7657583033,Orange,2021-17
,Norway,NO,NOCSR15,Møre og Romsdal,94,183,264970,69.0644223874401,2857,5367580,3208.87625335812,1.65874163226679,TRUE,0.975002593092003,3638.52511605087,Orange,2021-17
,Norway,NO,NOCSR18,Nordland,19,39,242126,16.1073160255404,2857,5367580,3208.87625335812,1.65874163226679,TRUE,0.512682137075013,1530.60803052956,Green,2021-17
,Norway,NO,NOCSR30,Viken,765,1752,1227305,142.751801711881,2857,5367580,3208.87625335812,1.65874163226679,TRUE,1.93186696633753,3226.50034017624,Orange,2021-17
,Norway,NO,NOCSR34,Innlandet,174,330,371054,88.9358422224259,2857,5367580,3208.87625335812,1.65874163226679,TRUE,1.48388197168685,3160.1869269702,Orange,2021-17
,Norway,NO,NOCSR38,Vestfold og Telemark,318,489,417711,117.066584313078,2857,5367580,3208.87625335812,1.65874163226679,TRUE,2.20145379023884,3458.13253661024,Orange,2021-17
,Norway,NO,NOCSR42,Agder,196,479,305244,156.923641414737,2857,5367580,3208.87625335812,1.65874163226679,TRUE,1.54830555336125,4147.17406402747,Red,2021-17
