country,country_code,year_week,age_group,new_cases,population,rate_14_day_per_100k,source
Malta,MT,2021-07,15-24yr,171,54926,575.3,"TESSy COVID-19, national weekly data"
Malta,MT,2021-08,15-24yr,258,54926,781.1,"TESSy COVID-19, national weekly data"
Malta,MT,2021-09,15-24yr,305,54926,1025,"TESSy COVID-19, national weekly data"
Malta,MT,2021-10,15-24yr,307,54926,1114.2,"TESSy COVID-19, national weekly data"
Malta,MT,2021-11,15-24yr,213,54926,946.7,"TESSy COVID-19, national weekly data"
Malta,MT,2021-12,15-24yr,81,54926,535.3,"TESSy COVID-19, national weekly data"
Malta,MT,2021-13,15-24yr,57,54926,251.2,"TESSy COVID-19, national weekly data"
Malta,MT,2021-14,15-24yr,66,54926,223.9,"TESSy COVID-19, national weekly data"
Malta,MT,2021-15,15-24yr,35,54926,183.9,"TESSy COVID-19, national weekly data"
Malta,MT,2021-16,15-24yr,26,54926,111.1,"TESSy COVID-19, national weekly data"
Malta,MT,2021-17,15-24yr,32,54926,105.6,"TESSy COVID-19, national weekly data"
Malta,MT,2020-10,25-49yr,4,205154,,"TESSy COVID-19, national weekly data"
Malta,MT,2020-11,25-49yr,21,205154,12.2,"TESSy COVID-19, national weekly data"
Malta,MT,2020-12,25-49yr,37,205154,28.3,"TESSy COVID-19, national weekly data"
Malta,MT,2020-13,25-49yr,24,205154,29.7,"TESSy COVID-19, national weekly data"
Malta,MT,2020-14,25-49yr,41,205154,31.7,"TESSy COVID-19, national weekly data"
Malta,MT,2020-15,25-49yr,76,205154,57,"TESSy COVID-19, national weekly data"
Malta,MT,2020-16,25-49yr,22,205154,47.8,"TESSy COVID-19, national weekly data"
Malta,MT,2020-17,25-49yr,10,205154,15.6,"TESSy COVID-19, national weekly data"
Malta,MT,2020-18,25-49yr,18,205154,13.6,"TESSy COVID-19, national weekly data"
Malta,MT,2020-19,25-49yr,14,205154,15.6,"TESSy COVID-19, national weekly data"
Malta,MT,2020-20,25-49yr,22,205154,17.5,"TESSy COVID-19, national weekly data"
Malta,MT,2020-21,25-49yr,25,205154,22.9,"TESSy COVID-19, national weekly data"
Malta,MT,2020-22,25-49yr,4,205154,14.1,"TESSy COVID-19, national weekly data"
Malta,MT,2020-23,25-49yr,8,205154,5.8,"TESSy COVID-19, national weekly data"
Malta,MT,2020-24,25-49yr,12,205154,9.7,"TESSy COVID-19, national weekly data"
Malta,MT,2020-25,25-49yr,8,205154,9.7,"TESSy COVID-19, national weekly data"
Malta,MT,2020-26,25-49yr,4,205154,5.8,"TESSy COVID-19, national weekly data"
Malta,MT,2020-27,25-49yr,2,205154,2.9,"TESSy COVID-19, national weekly data"
Malta,MT,2020-28,25-49yr,2,205154,1.9,"TESSy COVID-19, national weekly data"
Malta,MT,2020-29,25-49yr,1,205154,1.5,"TESSy COVID-19, national weekly data"
Malta,MT,2020-30,25-49yr,10,205154,5.4,"TESSy COVID-19, national weekly data"
Malta,MT,2020-31,25-49yr,61,205154,34.6,"TESSy COVID-19, national weekly data"
Malta,MT,2020-32,25-49yr,131,205154,93.6,"TESSy COVID-19, national weekly data"
Malta,MT,2020-33,25-49yr,190,205154,156.5,"TESSy COVID-19, national weekly data"
Malta,MT,2020-34,25-49yr,146,205154,163.8,"TESSy COVID-19, national weekly data"
Malta,MT,2020-35,25-49yr,114,205154,126.7,"TESSy COVID-19, national weekly data"
Malta,MT,2020-36,25-49yr,95,205154,101.9,"TESSy COVID-19, national weekly data"
Malta,MT,2020-37,25-49yr,151,205154,119.9,"TESSy COVID-19, national weekly data"
Malta,MT,2020-38,25-49yr,138,205154,140.9,"TESSy COVID-19, national weekly data"
Malta,MT,2020-39,25-49yr,98,205154,115,"TESSy COVID-19, national weekly data"
Malta,MT,2020-40,25-49yr,136,205154,114.1,"TESSy COVID-19, national weekly data"
Malta,MT,2020-41,25-49yr,256,205154,191.1,"TESSy COVID-19, national weekly data"
Malta,MT,2020-42,25-49yr,458,205154,348,"TESSy COVID-19, national weekly data"
Malta,MT,2020-43,25-49yr,416,205154,426,"TESSy COVID-19, national weekly data"
Malta,MT,2020-44,25-49yr,373,205154,384.6,"TESSy COVID-19, national weekly data"
Malta,MT,2020-45,25-49yr,396,205154,374.8,"TESSy COVID-19, national weekly data"
Malta,MT,2020-46,25-49yr,409,205154,392.4,"TESSy COVID-19, national weekly data"
Malta,MT,2020-47,25-49yr,413,205154,400.7,"TESSy COVID-19, national weekly data"
Malta,MT,2020-48,25-49yr,369,205154,381.2,"TESSy COVID-19, national weekly data"
Malta,MT,2020-49,25-49yr,328,205154,339.7,"TESSy COVID-19, national weekly data"
Malta,MT,2020-50,25-49yr,271,205154,292,"TESSy COVID-19, national weekly data"
Malta,MT,2020-51,25-49yr,257,205154,257.4,"TESSy COVID-19, national weekly data"
Malta,MT,2020-52,25-49yr,253,205154,248.6,"TESSy COVID-19, national weekly data"
Malta,MT,2020-53,25-49yr,450,205154,342.7,"TESSy COVID-19, national weekly data"
Malta,MT,2021-01,25-49yr,588,205154,506,"TESSy COVID-19, national weekly data"
Malta,MT,2021-02,25-49yr,562,205154,560.6,"TESSy COVID-19, national weekly data"
Malta,MT,2021-03,25-49yr,537,205154,535.7,"TESSy COVID-19, national weekly data"
Malta,MT,2021-04,25-49yr,547,205154,528.4,"TESSy COVID-19, national weekly data"
Malta,MT,2021-05,25-49yr,327,205154,426,"TESSy COVID-19, national weekly data"
Malta,MT,2021-06,25-49yr,522,205154,413.8,"TESSy COVID-19, national weekly data"
Malta,MT,2021-07,25-49yr,529,205154,512.3,"TESSy COVID-19, national weekly data"
Malta,MT,2021-08,25-49yr,710,205154,603.9,"TESSy COVID-19, national weekly data"
Malta,MT,2021-09,25-49yr,819,205154,745.3,"TESSy COVID-19, national weekly data"
Malta,MT,2021-10,25-49yr,916,205154,845.7,"TESSy COVID-19, national weekly data"
Malta,MT,2021-11,25-49yr,698,205154,786.7,"TESSy COVID-19, national weekly data"
Malta,MT,2021-12,25-49yr,276,205154,474.8,"TESSy COVID-19, national weekly data"
Malta,MT,2021-13,25-49yr,145,205154,205.2,"TESSy COVID-19, national weekly data"
Malta,MT,2021-14,25-49yr,180,205154,158.4,"TESSy COVID-19, national weekly data"
Malta,MT,2021-15,25-49yr,190,205154,180.4,"TESSy COVID-19, national weekly data"
Malta,MT,2021-16,25-49yr,78,205154,130.6,"TESSy COVID-19, national weekly data"
Malta,MT,2021-17,25-49yr,72,205154,73.1,"TESSy COVID-19, national weekly data"
Malta,MT,2020-10,50-64yr,0,90276,,"TESSy COVID-19, national weekly data"
Malta,MT,2020-11,50-64yr,5,90276,5.5,"TESSy COVID-19, national weekly data"
Malta,MT,2020-12,50-64yr,22,90276,29.9,"TESSy COVID-19, national weekly data"
Malta,MT,2020-13,50-64yr,11,90276,36.6,"TESSy COVID-19, national weekly data"
Malta,MT,2020-14,50-64yr,14,90276,27.7,"TESSy COVID-19, national weekly data"
Malta,MT,2020-15,50-64yr,28,90276,46.5,"TESSy COVID-19, national weekly data"
Malta,MT,2020-16,50-64yr,7,90276,38.8,"TESSy COVID-19, national weekly data"
Malta,MT,2020-17,50-64yr,4,90276,12.2,"TESSy COVID-19, national weekly data"
Malta,MT,2020-18,50-64yr,2,90276,6.6,"TESSy COVID-19, national weekly data"
Malta,MT,2020-19,50-64yr,3,90276,5.5,"TESSy COVID-19, national weekly data"
Malta,MT,2020-20,50-64yr,17,90276,22.2,"TESSy COVID-19, national weekly data"
Malta,MT,2020-21,50-64yr,11,90276,31,"TESSy COVID-19, national weekly data"
Malta,MT,2020-22,50-64yr,1,90276,13.3,"TESSy COVID-19, national weekly data"
Malta,MT,2020-23,50-64yr,1,90276,2.2,"TESSy COVID-19, national weekly data"
Malta,MT,2020-24,50-64yr,4,90276,5.5,"TESSy COVID-19, national weekly data"
Malta,MT,2020-25,50-64yr,2,90276,6.6,"TESSy COVID-19, national weekly data"
Malta,MT,2020-26,50-64yr,1,90276,3.3,"TESSy COVID-19, national weekly data"
Malta,MT,2020-27,50-64yr,0,90276,1.1,"TESSy COVID-19, national weekly data"
Malta,MT,2020-28,50-64yr,0,90276,0,"TESSy COVID-19, national weekly data"
Malta,MT,2020-29,50-64yr,0,90276,0,"TESSy COVID-19, national weekly data"
Malta,MT,2020-30,50-64yr,1,90276,1.1,"TESSy COVID-19, national weekly data"
Malta,MT,2020-31,50-64yr,7,90276,8.9,"TESSy COVID-19, national weekly data"
Malta,MT,2020-32,50-64yr,19,90276,28.8,"TESSy COVID-19, national weekly data"
Malta,MT,2020-33,50-64yr,60,90276,87.5,"TESSy COVID-19, national weekly data"
Malta,MT,2020-34,50-64yr,40,90276,110.8,"TESSy COVID-19, national weekly data"
Malta,MT,2020-35,50-64yr,31,90276,78.6,"TESSy COVID-19, national weekly data"
Malta,MT,2020-36,50-64yr,37,90276,75.3,"TESSy COVID-19, national weekly data"
Malta,MT,2020-37,50-64yr,37,90276,82,"TESSy COVID-19, national weekly data"
Malta,MT,2020-38,50-64yr,58,90276,105.2,"TESSy COVID-19, national weekly data"
Malta,MT,2020-39,50-64yr,49,90276,118.5,"TESSy COVID-19, national weekly data"
Malta,MT,2020-40,50-64yr,58,90276,118.5,"TESSy COVID-19, national weekly data"
Malta,MT,2020-41,50-64yr,79,90276,151.8,"TESSy COVID-19, national weekly data"
Malta,MT,2020-42,50-64yr,132,90276,233.7,"TESSy COVID-19, national weekly data"
Malta,MT,2020-43,50-64yr,143,90276,304.6,"TESSy COVID-19, national weekly data"
Malta,MT,2020-44,50-64yr,129,90276,301.3,"TESSy COVID-19, national weekly data"
Malta,MT,2020-45,50-64yr,126,90276,282.5,"TESSy COVID-19, national weekly data"
Malta,MT,2020-46,50-64yr,164,90276,321.2,"TESSy COVID-19, national weekly data"
Malta,MT,2020-47,50-64yr,130,90276,325.7,"TESSy COVID-19, national weekly data"
Malta,MT,2020-48,50-64yr,147,90276,306.8,"TESSy COVID-19, national weekly data"
Malta,MT,2020-49,50-64yr,115,90276,290.2,"TESSy COVID-19, national weekly data"
Malta,MT,2020-50,50-64yr,118,90276,258.1,"TESSy COVID-19, national weekly data"
Malta,MT,2020-51,50-64yr,79,90276,218.2,"TESSy COVID-19, national weekly data"
Malta,MT,2020-52,50-64yr,109,90276,208.3,"TESSy COVID-19, national weekly data"
Malta,MT,2020-53,50-64yr,149,90276,285.8,"TESSy COVID-19, national weekly data"
Malta,MT,2021-01,50-64yr,212,90276,399.9,"TESSy COVID-19, national weekly data"
Malta,MT,2021-02,50-64yr,185,90276,439.8,"TESSy COVID-19, national weekly data"
Malta,MT,2021-03,50-64yr,204,90276,430.9,"TESSy COVID-19, national weekly data"
Malta,MT,2021-04,50-64yr,163,90276,406.5,"TESSy COVID-19, national weekly data"
Malta,MT,2021-05,50-64yr,125,90276,319,"TESSy COVID-19, national weekly data"
Malta,MT,2021-06,50-64yr,183,90276,341.2,"TESSy COVID-19, national weekly data"
Malta,MT,2021-07,50-64yr,188,90276,411,"TESSy COVID-19, national weekly data"
Malta,MT,2021-08,50-64yr,261,90276,497.4,"TESSy COVID-19, national weekly data"
Malta,MT,2021-09,50-64yr,346,90276,672.4,"TESSy COVID-19, national weekly data"
Malta,MT,2021-10,50-64yr,366,90276,788.7,"TESSy COVID-19, national weekly data"
Malta,MT,2021-11,50-64yr,280,90276,715.6,"TESSy COVID-19, national weekly data"
Malta,MT,2021-12,50-64yr,122,90276,445.3,"TESSy COVID-19, national weekly data"
Malta,MT,2021-13,50-64yr,55,90276,196.1,"TESSy COVID-19, national weekly data"
Malta,MT,2021-14,50-64yr,58,90276,125.2,"TESSy COVID-19, national weekly data"
Malta,MT,2021-15,50-64yr,32,90276,99.7,"TESSy COVID-19, national weekly data"
Malta,MT,2021-16,50-64yr,25,90276,63.1,"TESSy COVID-19, national weekly data"
Malta,MT,2021-17,50-64yr,18,90276,47.6,"TESSy COVID-19, national weekly data"
Malta,MT,2020-10,65-79yr,0,73361,,"TESSy COVID-19, national weekly data"
Malta,MT,2020-11,65-79yr,0,73361,0,"TESSy COVID-19, national weekly data"
Malta,MT,2020-12,65-79yr,7,73361,9.5,"TESSy COVID-19, national weekly data"
Malta,MT,2020-13,65-79yr,1,73361,10.9,"TESSy COVID-19, national weekly data"
Malta,MT,2020-14,65-79yr,8,73361,12.3,"TESSy COVID-19, national weekly data"
Malta,MT,2020-15,65-79yr,13,73361,28.6,"TESSy COVID-19, national weekly data"
Malta,MT,2020-16,65-79yr,2,73361,20.4,"TESSy COVID-19, national weekly data"
Malta,MT,2020-17,65-79yr,0,73361,2.7,"TESSy COVID-19, national weekly data"
Malta,MT,2020-18,65-79yr,1,73361,1.4,"TESSy COVID-19, national weekly data"
Malta,MT,2020-19,65-79yr,1,73361,2.7,"TESSy COVID-19, national weekly data"
Malta,MT,2020-20,65-79yr,3,73361,5.5,"TESSy COVID-19, national weekly data"
Malta,MT,2020-21,65-79yr,7,73361,13.6,"TESSy COVID-19, national weekly data"
Malta,MT,2020-22,65-79yr,2,73361,12.3,"TESSy COVID-19, national weekly data"
Malta,MT,2020-23,65-79yr,0,73361,2.7,"TESSy COVID-19, national weekly data"
Malta,MT,2020-24,65-79yr,1,73361,1.4,"TESSy COVID-19, national weekly data"
Malta,MT,2020-25,65-79yr,3,73361,5.5,"TESSy COVID-19, national weekly data"
Malta,MT,2020-26,65-79yr,0,73361,4.1,"TESSy COVID-19, national weekly data"
Malta,MT,2020-27,65-79yr,0,73361,0,"TESSy COVID-19, national weekly data"
Malta,MT,2020-28,65-79yr,0,73361,0,"TESSy COVID-19, national weekly data"
Malta,MT,2020-29,65-79yr,0,73361,0,"TESSy COVID-19, national weekly data"
Malta,MT,2020-30,65-79yr,0,73361,0,"TESSy COVID-19, national weekly data"
Malta,MT,2020-31,65-79yr,4,73361,5.5,"TESSy COVID-19, national weekly data"
Malta,MT,2020-32,65-79yr,12,73361,21.8,"TESSy COVID-19, national weekly data"
Malta,MT,2020-33,65-79yr,26,73361,51.8,"TESSy COVID-19, national weekly data"
Malta,MT,2020-34,65-79yr,25,73361,69.5,"TESSy COVID-19, national weekly data"
Malta,MT,2020-35,65-79yr,19,73361,60,"TESSy COVID-19, national weekly data"
Malta,MT,2020-36,65-79yr,21,73361,54.5,"TESSy COVID-19, national weekly data"
Malta,MT,2020-37,65-79yr,47,73361,92.7,"TESSy COVID-19, national weekly data"
Malta,MT,2020-38,65-79yr,54,73361,137.7,"TESSy COVID-19, national weekly data"
Malta,MT,2020-39,65-79yr,21,73361,102.2,"TESSy COVID-19, national weekly data"
Malta,MT,2020-40,65-79yr,27,73361,65.4,"TESSy COVID-19, national weekly data"
Malta,MT,2020-41,65-79yr,45,73361,98.1,"TESSy COVID-19, national weekly data"
Malta,MT,2020-42,65-79yr,72,73361,159.5,"TESSy COVID-19, national weekly data"
Malta,MT,2020-43,65-79yr,68,73361,190.8,"TESSy COVID-19, national weekly data"
Malta,MT,2020-44,65-79yr,92,73361,218.1,"TESSy COVID-19, national weekly data"
Malta,MT,2020-45,65-79yr,92,73361,250.8,"TESSy COVID-19, national weekly data"
Malta,MT,2020-46,65-79yr,59,73361,205.8,"TESSy COVID-19, national weekly data"
Malta,MT,2020-47,65-79yr,65,73361,169,"TESSy COVID-19, national weekly data"
Malta,MT,2020-48,65-79yr,60,73361,170.4,"TESSy COVID-19, national weekly data"
Malta,MT,2020-49,65-79yr,52,73361,152.7,"TESSy COVID-19, national weekly data"
Malta,MT,2020-50,65-79yr,27,73361,107.7,"TESSy COVID-19, national weekly data"
Malta,MT,2020-51,65-79yr,53,73361,109,"TESSy COVID-19, national weekly data"
Malta,MT,2020-52,65-79yr,76,73361,175.8,"TESSy COVID-19, national weekly data"
Malta,MT,2020-53,65-79yr,101,73361,241.3,"TESSy COVID-19, national weekly data"
Malta,MT,2021-01,65-79yr,109,73361,286.3,"TESSy COVID-19, national weekly data"
Malta,MT,2021-02,65-79yr,110,73361,298.5,"TESSy COVID-19, national weekly data"
Malta,MT,2021-03,65-79yr,104,73361,291.7,"TESSy COVID-19, national weekly data"
Malta,MT,2021-04,65-79yr,104,73361,283.5,"TESSy COVID-19, national weekly data"
Malta,MT,2021-05,65-79yr,58,73361,220.8,"TESSy COVID-19, national weekly data"
Malta,MT,2021-06,65-79yr,111,73361,230.4,"TESSy COVID-19, national weekly data"
Malta,MT,2021-07,65-79yr,123,73361,319,"TESSy COVID-19, national weekly data"
Malta,MT,2021-08,65-79yr,140,73361,358.5,"TESSy COVID-19, national weekly data"
Malta,MT,2021-09,65-79yr,190,73361,449.8,"TESSy COVID-19, national weekly data"
Malta,MT,2021-10,65-79yr,253,73361,603.9,"TESSy COVID-19, national weekly data"
Malta,MT,2021-11,65-79yr,155,73361,556.2,"TESSy COVID-19, national weekly data"
Malta,MT,2021-12,65-79yr,61,73361,294.4,"TESSy COVID-19, national weekly data"
Malta,MT,2021-13,65-79yr,40,73361,137.7,"TESSy COVID-19, national weekly data"
Malta,MT,2021-14,65-79yr,36,73361,103.6,"TESSy COVID-19, national weekly data"
Malta,MT,2021-15,65-79yr,39,73361,102.2,"TESSy COVID-19, national weekly data"
Malta,MT,2021-16,65-79yr,13,73361,70.9,"TESSy COVID-19, national weekly data"
Malta,MT,2021-17,65-79yr,20,73361,45,"TESSy COVID-19, national weekly data"
Malta,MT,2020-10,80+yr,0,21689,,"TESSy COVID-19, national weekly data"
Malta,MT,2020-11,80+yr,0,21689,0,"TESSy COVID-19, national weekly data"
Malta,MT,2020-12,80+yr,0,21689,0,"TESSy COVID-19, national weekly data"
Malta,MT,2020-13,80+yr,1,21689,4.6,"TESSy COVID-19, national weekly data"
Malta,MT,2020-14,80+yr,2,21689,13.8,"TESSy COVID-19, national weekly data"
Malta,MT,2020-15,80+yr,11,21689,59.9,"TESSy COVID-19, national weekly data"
Malta,MT,2020-16,80+yr,1,21689,55.3,"TESSy COVID-19, national weekly data"
Malta,MT,2020-17,80+yr,1,21689,9.2,"TESSy COVID-19, national weekly data"
Malta,MT,2020-18,80+yr,0,21689,4.6,"TESSy COVID-19, national weekly data"
Malta,MT,2020-19,80+yr,2,21689,9.2,"TESSy COVID-19, national weekly data"
Malta,MT,2020-20,80+yr,2,21689,18.4,"TESSy COVID-19, national weekly data"
Malta,MT,2020-21,80+yr,2,21689,18.4,"TESSy COVID-19, national weekly data"
Malta,MT,2020-22,80+yr,0,21689,9.2,"TESSy COVID-19, national weekly data"
Malta,MT,2020-23,80+yr,0,21689,0,"TESSy COVID-19, national weekly data"
Malta,MT,2020-24,80+yr,2,21689,9.2,"TESSy COVID-19, national weekly data"
Malta,MT,2020-25,80+yr,0,21689,9.2,"TESSy COVID-19, national weekly data"
Malta,MT,2020-26,80+yr,0,21689,0,"TESSy COVID-19, national weekly data"
Malta,MT,2020-27,80+yr,0,21689,0,"TESSy COVID-19, national weekly data"
Malta,MT,2020-28,80+yr,0,21689,0,"TESSy COVID-19, national weekly data"
Malta,MT,2020-29,80+yr,0,21689,0,"TESSy COVID-19, national weekly data"
Malta,MT,2020-30,80+yr,0,21689,0,"TESSy COVID-19, national weekly data"
Malta,MT,2020-31,80+yr,1,21689,4.6,"TESSy COVID-19, national weekly data"
Malta,MT,2020-32,80+yr,4,21689,23.1,"TESSy COVID-19, national weekly data"
Malta,MT,2020-33,80+yr,2,21689,27.7,"TESSy COVID-19, national weekly data"
Malta,MT,2020-34,80+yr,14,21689,73.8,"TESSy COVID-19, national weekly data"
Malta,MT,2020-35,80+yr,11,21689,115.3,"TESSy COVID-19, national weekly data"
Malta,MT,2020-36,80+yr,17,21689,129.1,"TESSy COVID-19, national weekly data"
Malta,MT,2020-37,80+yr,41,21689,267.4,"TESSy COVID-19, national weekly data"
Malta,MT,2020-38,80+yr,66,21689,493.3,"TESSy COVID-19, national weekly data"
Malta,MT,2020-39,80+yr,17,21689,382.7,"TESSy COVID-19, national weekly data"
Malta,MT,2020-40,80+yr,21,21689,175.2,"TESSy COVID-19, national weekly data"
Malta,MT,2020-41,80+yr,13,21689,156.8,"TESSy COVID-19, national weekly data"
Malta,MT,2020-42,80+yr,17,21689,138.3,"TESSy COVID-19, national weekly data"
Malta,MT,2020-43,80+yr,23,21689,184.4,"TESSy COVID-19, national weekly data"
Malta,MT,2020-44,80+yr,49,21689,332,"TESSy COVID-19, national weekly data"
Malta,MT,2020-45,80+yr,99,21689,682.4,"TESSy COVID-19, national weekly data"
Malta,MT,2020-46,80+yr,25,21689,571.7,"TESSy COVID-19, national weekly data"
Malta,MT,2020-47,80+yr,26,21689,235.1,"TESSy COVID-19, national weekly data"
Malta,MT,2020-48,80+yr,49,21689,345.8,"TESSy COVID-19, national weekly data"
Malta,MT,2020-49,80+yr,36,21689,391.9,"TESSy COVID-19, national weekly data"
Malta,MT,2020-50,80+yr,17,21689,244.4,"TESSy COVID-19, national weekly data"
Malta,MT,2020-51,80+yr,34,21689,235.1,"TESSy COVID-19, national weekly data"
Malta,MT,2020-52,80+yr,60,21689,433.4,"TESSy COVID-19, national weekly data"
Malta,MT,2020-53,80+yr,36,21689,442.6,"TESSy COVID-19, national weekly data"
Malta,MT,2021-01,80+yr,53,21689,410.3,"TESSy COVID-19, national weekly data"
Malta,MT,2021-02,80+yr,66,21689,548.7,"TESSy COVID-19, national weekly data"
Malta,MT,2021-03,80+yr,42,21689,497.9,"TESSy COVID-19, national weekly data"
Malta,MT,2021-04,80+yr,61,21689,474.9,"TESSy COVID-19, national weekly data"
Malta,MT,2021-05,80+yr,34,21689,438,"TESSy COVID-19, national weekly data"
Malta,MT,2021-06,80+yr,38,21689,332,"TESSy COVID-19, national weekly data"
Malta,MT,2021-07,80+yr,19,21689,262.8,"TESSy COVID-19, national weekly data"
Malta,MT,2021-08,80+yr,53,21689,332,"TESSy COVID-19, national weekly data"
Malta,MT,2021-09,80+yr,54,21689,493.3,"TESSy COVID-19, national weekly data"
Malta,MT,2021-10,80+yr,53,21689,493.3,"TESSy COVID-19, national weekly data"
Malta,MT,2021-11,80+yr,29,21689,378.1,"TESSy COVID-19, national weekly data"
Malta,MT,2021-12,80+yr,12,21689,189,"TESSy COVID-19, national weekly data"
Malta,MT,2021-13,80+yr,4,21689,73.8,"TESSy COVID-19, national weekly data"
Malta,MT,2021-14,80+yr,11,21689,69.2,"TESSy COVID-19, national weekly data"
Malta,MT,2021-15,80+yr,29,21689,184.4,"TESSy COVID-19, national weekly data"
Malta,MT,2021-16,80+yr,4,21689,152.2,"TESSy COVID-19, national weekly data"
Malta,MT,2021-17,80+yr,8,21689,55.3,"TESSy COVID-19, national weekly data"
Netherlands,NL,2020-09,<15yr,0,2726099,,"TESSy COVID-19, national weekly data"
Netherlands,NL,2020-10,<15yr,0,2726099,0,"TESSy COVID-19, national weekly data"
Netherlands,NL,2020-11,<15yr,23,2726099,0.8,"TESSy COVID-19, national weekly data"
Netherlands,NL,2020-12,<15yr,11,2726099,1.2,"TESSy COVID-19, national weekly data"
